ID,AMBITO_NOMBRE,EMBALSE_NOMBRE,AGUA_TOTAL,ELECTRICO_FLAG,CODIGO,EMBALSE,X,Y,CAUCE,GOOGLE,OPENSTREETMAP,WIKIDATA,PROVINCIA,CCAA,TIPO,COTA_CORON,ALT_CIMIEN,INFORME,Unnamed: 16
75.0,DUERO,BURGOMILLODO,15.0,1.0,2400001.0,Burgomillodo Reservoir,41.337311189,-3.88541240699993,RÍO DURATÓN,https://www.google.com/search?kgmid=/g/121_4pt5,https://www.openstreetmap.org/relation/4116775,https://www.wikidata.org/wiki/Q5830416,Segovia,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=406,
24.0,TAJO,BURGUILLO - PUENTE NUEVO,217.0,0.0,,,,,,,,,,,,,,,
352.0,JÚCAR,BUSEO,8.0,0.0,,,,,,,,,,,,,,,
183.0,TAJO,CACERES - GUADILOBA,20.0,0.0,,,,,,,,,,,,,,,
60.0,GUADALQUIVIR,CALA,59.0,1.0,5410045.0,CALA,37.7222268940001,-6.08896625199998,RIVERA DE CALA,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1688,
46.0,EBRO,CALANDA,54.0,0.0,9440007.0,CALANDA,40.9154746140001,-0.211212751999938,RÍO GUADALOPE,,,,Teruel,Aragón,Presa de materiales sueltos zonificada o de núcleo,443.5,63.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2800,
14360007.0,GALICIA-COSTA,CALDAS DE REIS,,,14360007.0,CALDAS DE REIS,42.608002556,-8.61626161099997,RÍO UMIA,,,,Pontevedra,Galicia,Presa de fábrica de gravedad (hormigón vibrado),126.5,34.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3112,
142.0,EBRO,CAMARASA,163.0,1.0,9250005.0,CAMARASA,41.9079463640001,0.88683086900005,LA NOGUERA PALLARESA,,,,Lleida,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),337.17,103.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2555,
497.0,SEGURA,CAMARILLAS,37.0,0.0,7020003.0,Camarillas Reservoir,38.3399580770001,-1.64879497099997,RIO MUNDO,,,https://www.wikidata.org/wiki/Q30908875,Albacete,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),357.36,43.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2005,
124.0,DUERO,CAMPORREDONDO,70.0,0.0,2340006.0,CAMPORREDONDO,42.8991049300001,-4.73748905099995,RÍO CARRIÓN,,,,Palencia,Castilla y León,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=343,
4160004.0,GUADIANA,CAMPOS DEL PARAISO,,,4160004.0,CAMPOS DEL PARAISO,39.974474851,-2.73818245399997,RIO DE VALDEJUDIOS,,,,Cuenca,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1205,
61.0,GUADALQUIVIR,CANALES,71.0,0.0,5180017.0,Embalse de Canales,37.1604689060001,-3.48047606499995,RÍO  GENIL,,,https://www.wikidata.org/wiki/Q1032728,Granada,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1520,
115.0,GUADIANA,CANCHALES,26.0,0.0,,,,,,,,,,,,,,,
329.0,GUADIANA,CANCHO DEL FRESNO,15.0,0.0,4100025.0,CANCHO DEL FRESNO,39.3931095610001,-5.39044150299998,RIO RUECAS,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1074,
192.0,EBRO,CANELLES,688.0,1.0,9220021.0,Canelles Reservoir,41.9785559910001,0.612325865000059,RÍO NOGUERA RIBAGORÇANA,,,https://www.wikidata.org/wiki/Q1033116,Huesca,Aragón,Presa de fábrica de bóveda,508,151.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2438,
602.0,EBRO,CANON DE SANTOLEA,82.0,0.0,,,,,,,,,,,,,,,
563.0,GUADALQUIVIR,CANTILLANA,21.0,1.0,,,,,,,,,,,,,,,
528.0,DUERO,CASARES DE ARBAS,37.0,0.0,2240009.0,CASARES DE ARBAS,42.92752926,-5.75913376799997,RÍO CASARES,,,,León,Castilla y León,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=293,
704.0,CUENCA MEDITERRÁNEA ANDALUZA,CASASOLA,23.0,0.0,6290014.0,Casasola reservoir,36.80441203,-4.49571219199993,RÍO CAMPANILLAS,https://www.google.com/search?kgmid=/g/120n2j5y,,https://www.wikidata.org/wiki/Q5830430,Málaga,Andalucía,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1967,
601.0,EBRO,CASPE,82.0,0.0,9500019.0,Caspe reservoir,41.2470170710001,-0.057856813999933,ANTIGUO CAUCE DEL RÍO GUADALOPE,https://www.google.com/search?kgmid=/g/11ycydz0t,,https://www.wikidata.org/wiki/Q61861349,Zaragoza,Aragón,Presa de fábrica de gravedad (hormigón vibrado),124.5,37.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2832,
9500023.0,EBRO,CASPE II,,,9500023.0,CASPE II,41.1358789010001,0.000636272000065,RÍO GUADALOPE,,,,Zaragoza,Aragón,Presa de materiales sueltos zonificada o de núcleo,234,56.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2835,
330.0,GUADIANA,CASTILSERAS,5.0,0.0,4130017.0,CASTILSERAS,38.738908709,-4.80134611699998,RIO VALDEAZOGUES,,,,Ciudad Real,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1105,
725.0,TAJO,CASTREJON,44.0,1.0,3450033.0,Castrejón Reservoir,39.833565075,-4.29494820899993,RÍO TAJO,,https://www.openstreetmap.org/relation/5824854,https://www.wikidata.org/wiki/Q19428713,Toledo,Castilla - La Mancha,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=888,
18.0,MIÑO - SIL,CASTRELO,60.0,1.0,,,,,,,,,,,,,,,
1320004.0,MIÑO-SIL,CASTRELO DE MINO,,,1320004.0,CASTRELO DE MIÑO,42.2925003490001,-8.11641027099995,RÍO MIÑO,,,,Ourense,Galicia,Presa de fábrica de gravedad (hormigón vibrado),90,30.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=89,
126.0,DUERO,CASTRO,38.0,1.0,2490012.0,Castro Reservoir,41.57537726,-6.18722467599997,RÍO DUERO,,,https://www.wikidata.org/wiki/Q110295650,Zamora,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=479,
430.0,DUERO,CASTRO DE LAS COGOTAS,59.0,0.0,2050016.0,CASTRO DE LAS COGOTAS,40.7245279160001,-4.69718935299994,RÍO ADAJA,,,,Ávila,Castilla y León,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=223,
608.0,CUENCAS INTERNAS DE CATALUÑA,CATLLAR,59.0,0.0,,,,,,,,,,,,,,,
48.0,EBRO,CAVALLERS,16.0,1.0,9250049.0,CAVALLERS,42.58555584,0.854115437000075,LA NOGUERA DE TOR,,,,Lleida,Cataluña,Presa de fábrica de contrafuertes,1783.5,70.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2593,
724.0,TAJO,CAZALEGAS,11.0,0.0,3450047.0,Cazalegas Dam,40.01298709,-4.70624804799996,RÍO ALBERCHE,https://www.google.com/search?kgmid=/g/11dfr4j268,,https://www.wikidata.org/wiki/Q30278314,Toledo,Castilla - La Mancha,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=902,
94.0,GALICIA COSTA,CECEBRE,22.0,0.0,,,,,,,,,,,,,,,
727.0,TAJO,CEDILLO,260.0,1.0,3100117.0,Cedillo Reservoir,39.663782181,-7.53999733599994,RÍO TAJO,,,https://www.wikidata.org/wiki/Q19429422,Cáceres,Extremadura,Presa de fábrica de arco-gravedad,120,66.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=650,
571.0,GUADALETE-BARBATE,CELEMIN,45.0,0.0,5110032.0,Embalse de Celemín,36.299322019,-5.77443215499994,,,,https://www.wikidata.org/wiki/Q5369436,Cádiz,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1357,
571.0,GUADALETE-BARBATE,CELEMIN,45.0,0.0,5110019.0,Embalse de Celemín,36.299694549,-5.77701724999997,RÍO CELEMÍN,,,https://www.wikidata.org/wiki/Q5369436,Cádiz,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1344,
683.0,SEGURA,CENAJO,472.0,0.0,,,,,,,,,,,,,,,
19.0,MIÑO - SIL,CENZA,40.0,1.0,1320012.0,CENZA,42.1958472700001,-7.24682463199997,RÍO CONSELO OU DA CENZA,,,,Ourense,Galicia,Presa de fábrica de gravedad (hormigón compactado),1343.5,49.2299999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=97,
455.0,DUERO,CERNADILLA,255.0,1.0,2490003.0,Cernadilla Reservoir,42.0191548230001,-6.45932291799994,RÍO TERA,https://www.google.com/search?kgmid=/g/121bk69m,,https://www.wikidata.org/wiki/Q8775305,Zamora,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=470,
312.0,EBRO,CERTESCANS,16.0,1.0,,,,,,,,,,,,,,,
250.0,DUERO,CERVERA,11.0,0.0,2340015.0,CERVERA,42.8660505030001,-4.52768060999995,RÍO RIVERA O VENTANILLA,,,,Palencia,Castilla y León,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=352,
1320025.0,MIÑO-SIL,CHANDREJA,,,1320025.0,Chandrexa Reservoir,42.26297501,-7.38654057899993,RÍO NAVEA,,,https://www.wikidata.org/wiki/Q101897658,Ourense,Galicia,Presa de fábrica de contrafuertes,911.5,85.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=110,
71.0,MIÑO - SIL,CHANDREXA,61.0,1.0,,,,,,,,,,,,,,,
171.0,GUADIANA,CHANZA,386.0,0.0,4210044.0,Chança dam,37.5584664020001,-7.52075869499993,RIVERA DE CHANZA,https://www.google.com/search?kgmid=/g/121jcccq,,https://www.wikidata.org/wiki/Q8775414,Huelva,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1249,
326.0,CUENCA MEDITERRÁNEA ANDALUZA,CHARCO REDONDO,82.0,0.0,6110002.0,Charco Redondo Reservoir,36.2322004530001,-5.54416164299994,RÍO DE LAS CAÑAS O PALMONES,,,https://www.wikidata.org/wiki/Q5830606,Cádiz,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1939,
670.0,GUADIANA,CIJARA,1505.0,0.0,4100015.0,Cíjara Reservoir,39.373622884,-5.01612487499995,RIO GUADIANA,,,https://www.wikidata.org/wiki/Q23986950,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1065,
391.0,EBRO,CIURANA,12.0,0.0,9430006.0,Siurana reservoir,41.2495806650001,0.913874355000075,RIU DE SIURANA,https://www.google.com/search?kgmid=/g/1hb_f69pj,https://www.openstreetmap.org/relation/5581963,https://www.wikidata.org/wiki/Q3376614,Tarragona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),489.139999999999,62.74,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2772,
658.0,GUADALQUIVIR,COLOMERA,42.0,0.0,5180010.0,Colomera Reservoir,37.3996522370001,-3.72326104199993,RÍO  COLOMERA,,,https://www.wikidata.org/wiki/Q12164809,Granada,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1513,
719.0,DUERO,COMPUERTO,95.0,0.0,2340012.0,Reservoir of Compuerto,42.860854868,-4.82693537899996,RÍO CARRIÓN,https://www.google.com/search?kgmid=/g/122z2cqz,,https://www.wikidata.org/wiki/Q8775311,Palencia,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=349,
288.0,CUENCA MEDITERRÁNEA ANDALUZA,CONCEPCION,62.0,0.0,,,,,,,,,,,,,,,
6290035.0,CUENCAS MEDITERRANEAS ANDALUZAS,CONDE DE GUADALHORCE,,,6290035.0,CONDE DE GUADALHORCE,36.9333016160001,-4.80374890499996,RÍO TURÓN,,,,Málaga,Andalucía,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1988,
478.0,CUENCA MEDITERRÁNEA ANDALUZA,CONDE GUADALHORCE,83.0,0.0,,,,,,,,,,,,,,,
38.0,JÚCAR,CONTRERAS,874.0,0.0,8460021.0,CONTRERAS,39.5435634520001,-1.50316294099997,RÍO CABRIEL,,,,València/Valencia,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2314,
38.0,JÚCAR,CONTRERAS,874.0,0.0,8460022.0,CONTRERAS,39.5432230330001,-1.51032713299998,RÍO CABRIEL,,,,Cuenca,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),679,43.3999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2315,
369.0,GUADALQUIVIR,CORDOBILLA,34.0,0.0,5140036.0,CORDOBILLA,37.3492563180001,-4.72116142999994,RÍO  GENIL,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),218.25,45.25,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1458,
669.0,GUADIANA,CORNALBO,11.0,0.0,,,,,,,,,,,,,,,
36.0,JÚCAR,CORTES II,118.0,1.0,8460019.0,Cortes-La Muela Reservoir,39.261640399,-0.918337680999969,RÍO JÚCAR,https://www.google.com/search?kgmid=/g/122vx4f2,,https://www.wikidata.org/wiki/Q11681442,València/Valencia,Comunitat Valenciana,Presa de fábrica de arco-gravedad,332,116.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2313,
523.0,TINTO. ODIEL Y PIEDRAS,CORUMBEL BAJO,19.0,0.0,4210081.0,CORUMBEL BAJO,37.449084574,-6.57274195299993, ODIEL Y PIEDRAS,RÍO CORUMBEL,,,,Huelva,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1285
307.0,SEGURA,CREVILLENTE,13.0,0.0,7030005.0,CREVILLENTE,38.2573070890001,-0.791022540999961,BARRANCO DEL BOSCH,,,,Alacant/Alicante,Comunitat Valenciana,Presa de materiales sueltos zonificada o de núcleo,147.5,58.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2018,
216.0,GUADIANA,CUBILAR,10.0,0.0,4100026.0,CUBILAR,39.237347379,-5.47071172699998,RIO CUBILAR,,,,Cáceres,Extremadura,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1075,
204.0,GUADALQUIVIR,CUBILLAS,21.0,0.0,5180012.0,Embalse de Cubillas,37.274509489,-3.68317058099996,RÍO  CUBILLAS,,,https://www.wikidata.org/wiki/Q5369439,Granada,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1515,
77.0,DUERO,CUERDA DEL POZO,249.0,0.0,2420001.0,Cuerda del Pozo Reservoir,41.875818591,-2.70401966899993,RÍO DUERO,https://www.google.com/search?kgmid=/g/1226m0sv,https://www.openstreetmap.org/relation/2007522,https://www.wikidata.org/wiki/Q8775316,Soria,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=438,
47.0,EBRO,CUEVA FORADADA,29.0,0.0,9440002.0,Cueva Foradada reservoir,40.9872073600001,-0.692681022999977,RÍO MARTÍN,https://www.google.com/search?kgmid=/g/1tc_sbl8,,https://www.wikidata.org/wiki/Q85913248,Teruel,Aragón,Presa de fábrica de mampostería,581.929999999999,65.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2795,
570.0,CUENCA MEDITERRÁNEA ANDALUZA,CUEVAS DE ALMANZORA,168.0,0.0,6040024.0,CUEVAS DE ALMANZORA,37.3275930070001,-1.89673564999993,RÍO ALMANZORA,,,,Almería,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1915,
10170001.0,CUENCAS INTERNAS DE CATALUÑA,DARNIUS BOADELLA,,,10170001.0,Pantà de Boadella,42.33781463,2.82696870100006,EL CÒRREC,,,https://www.wikidata.org/wiki/Q7131952,Girona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),160,8.3,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2897,
10170003.0,CUENCAS INTERNAS DE CATALUÑA,DARNIUS BOADELLA,,,10170003.0,Pantà de Boadella,42.342383017,2.83461652500006,LA MUGA,,,https://www.wikidata.org/wiki/Q7131952,Girona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),160,4.72,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2899,
277.0,GUADALQUIVIR,DERIVACION RETORTILLO,8.0,0.0,,,,,,,,,,,,,,,
612.0,CANTÁBRICO OCCIDENTAL,DOIRAS,119.0,1.0,1330031.0,DOIRAS,43.385947786,-6.82525303699992,RÍO NAVIA,,,,Asturias,Principado de Asturias,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=161,
156.0,GUADALQUIVIR,DONA ALDONZA,23.0,1.0,,,,,,,,,,,,,,,
143.0,EBRO,EBRO,541.0,0.0,9390001.0,Ebro Reservoir,42.969946861,-4.05169448199996,RÍO EBRO,https://www.google.com/search?kgmid=/g/1213trv6,https://www.openstreetmap.org/relation/1843373,https://www.wikidata.org/wiki/Q8775418,Cantabria,Cantabria,Presa de fábrica de mampostería,840,34.14,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2756,
120.0,MIÑO - SIL,EDRADA-MAO,15.0,1.0,,,,,,,,,,,,,,,
656.0,GALICIA COSTA,EIRAS,22.0,0.0,,,,,,,,,,,,,,,
5410123.0,GUADALQUIVIR,EL AGRIO,,,5410123.0,EL AGRIO,37.5322020510001,-6.28346466799997,RÍO  CRISPINEJO O AGRIO,,,,Sevilla,Andalucía,Presa de materiales sueltos de pantalla asfáltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1765,
114.0,GUADIANA,EL AGUIJON,11.0,0.0,4060045.0,EL AGUIJON,38.473447859,-6.92088528799997,RIO ALCARRACHE,,,,Badajoz,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=972,
433.0,TAJO,EL ATANCE,35.0,0.0,3190017.0,El Atance reservoir,41.075332577,-2.78506228099997,RÍO SALADO,https://www.google.com/search?kgmid=/g/1217c8pr,,https://www.wikidata.org/wiki/Q6429110,Guadalajara,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=753,
304.0,TAJO,EL ATAZAR,426.0,0.0,3280048.0,El Atazar Reservoir,40.9119621410001,-3.47348717199998,RÍO LOZOYA,https://www.google.com/search?kgmid=/g/11bc6nxddz,,https://www.wikidata.org/wiki/Q513846,Madrid,Comunidad de Madrid,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=825,
3050010.0,TAJO,EL BURGUILLO,,,3050010.0,El Burguillo Reservoir,40.424680815,-4.53392339099997,RÍO ALBERCHE,,https://www.openstreetmap.org/relation/3836574,https://www.wikidata.org/wiki/Q5830442,Ávila,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=504,
155.0,GUADALQUIVIR,EL CARPIO,20.0,1.0,,,,,,,,,,,,,,,
533.0,TAJO,EL CASTRO,8.0,0.0,3450045.0,EL CASTRO,39.8064449990001,-3.75294972199993,RÍO ALGODOR,,,,Toledo,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=900,
7020010.0,SEGURA,EL CENAJO,,,7020010.0,EL CENAJO,38.3655522450001,-1.77603645999994,RIO SEGURA,,,,Murcia,Región de Murcia,Presa de fábrica de gravedad (hormigón vibrado),437.199999999999,102.2,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2012,
9310008.0,EBRO,EL FERIAL,,,9310008.0,EL FERIAL,42.2903109210001,-1.58668498599997,VAL DE LA FUENTE DEL FERIAL,,,,Navarra,Comunidad Foral de Navarra,Presa de materiales sueltos zonificada o de núcleo,394,13.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2720,
9310017.0,EBRO,EL FERIAL,,,9310017.0,EL FERIAL,42.286924904,-1.58597230399994,VAL DE LA FUENTE DEL FERIAL,,,,Navarra,Comunidad Foral de Navarra,Presa de materiales sueltos zonificada o de núcleo,394,34.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2729,
262.0,EBRO,EL GRADO,400.0,0.0,,,,,,,,,,,,,,,
9220078.0,EBRO,EL GRADO I,,,9220078.0,EL GRADO I,42.1511967980001,0.234452975000067,RÍO CINCA,,,,Huesca,Aragón,Presa de fábrica de gravedad (hormigón vibrado),453,130.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2493,
6290036.0,CUENCAS MEDITERRANEAS ANDALUZAS,EL LIMONERO,,,6290036.0,EL LIMONERO,36.758417373,-4.43246489999996,RÍO GUADALMEDINA,,,,Málaga,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1989,
542.0,JÚCAR,EL NARANJERO,29.0,0.0,,,,,,,,,,,,,,,
